X,Y,OBJECTID,SITE_ID,LOCATION,X,Y,UGM3_2011,UGM3_2012,UGM3_2013,UGM3_2014,UGM3_2015,UGM3_2016,UGM3_2017,UGM3_2018,UGM3_2019,UGM3_2020,UGM3_2021
352593,177673,60,396,Avonmouth Rd No 28 on facia,352593,177673,      36.299999999999997,      34.700000000000003,      31.899999999999999,      30.699999999999999,      32.000000000000000,,,,,,
352578,177637,61,397,facade avonmouth road underpass - house to SE,352578,177637,      35.899999999999999,      34.000000000000000,      34.399999999999999,      28.500000000000000,      33.000000000000000,,,,,,
352501,177698,62,398,Avonmouth Rd No 31 on facia,352501,177698,      34.899999999999999,      31.800000000000001,      34.000000000000000,      31.899999999999999,      30.100000000000001,,,,,,
360508,171676,63,403,Lamp post 48 230 Bath Road,360508,171676,      43.899999999999999,      43.600000000000001,      46.600000000000001,      39.200000000000003,      41.500000000000000,,,,,,
361051,173743,64,405,Whitehall Rd-Easton Rd lamppost 4TZ,361051,173743,      58.000000000000000,      53.100000000000001,      55.000000000000000,      51.100000000000001,      53.100000000000001,,,,,,
361578,173805,65,406,Whitehall Rd lamppost 17 nr juction with Chalks Rd,361578,173805,      37.500000000000000,      36.500000000000000,      36.500000000000000,      34.899999999999999,      35.399999999999999,,,,,,
359829,174370,66,407,lamppost sussex place,359829,174370,      56.500000000000000,      47.299999999999997,      47.100000000000001,      43.899999999999999,      43.100000000000001,,,,,,
360043,171508,67,413,Wells Rd bus lane sign just below junction with Knowle Rd,360043,171508,      47.100000000000001,      41.399999999999999,      43.700000000000003,      38.399999999999999,      39.299999999999997,,,,,,
359635,171413,68,417,St John's Lane No 26 lamppost 15 (just past roundabout),359635,171413,      45.600000000000001,      44.100000000000001,      42.100000000000001,      40.799999999999997,      43.600000000000001,,,,,,
357737,170642,69,418,Bedminster Down Rd lamppost between Ashton Motors & Plough PH,357737,170642,      90.500000000000000,      81.799999999999997,      74.000000000000000,      67.700000000000003,      63.700000000000003,,,,,,
357832,170686,70,419,Parson St lamppost outside Bristol Scuba,357832,170686,      54.700000000000003,      54.100000000000001,      53.600000000000001,      56.600000000000001,      53.600000000000001,,,,,,
358277,171562,71,420,North St-Dean Lane on roundabout sign,358277,171562,      39.600000000000001,      38.100000000000001,      38.899999999999999,      37.200000000000003,      36.700000000000003,,,,,,
358168,171525,72,422,North St-Langton Park T junction,358168,171525,      41.200000000000003,      39.799999999999997,      39.000000000000000,      34.100000000000001,      35.000000000000000,,,,,,
358623,173386,73,423,facade BRI children's,358623,173386,      53.200000000000003,      50.899999999999999,      46.299999999999997,      41.799999999999997,      44.399999999999999,,,,,,
359517,174153,74,426,City Rd-Ashley Rd lamppost No 16,359517,174153,      40.000000000000000,      39.500000000000000,      38.000000000000000,      34.000000000000000,      32.500000000000000,,,,,,
360484,174097,75,429,facade villiers road stapleton road junction,360484,174097,      57.799999999999997,      57.299999999999997,      60.600000000000001,      54.700000000000003,      50.399999999999999,,,,,,
361013,173352,76,436,Shiners Garage,361013,173352,      40.899999999999999,      39.600000000000001,      40.100000000000001,      38.200000000000003,      37.899999999999999,,,,,,
360903,170024,77,438,A37 Junction w- Airport Road,360903,170024,      47.700000000000003,      43.399999999999999,      43.500000000000000,      44.000000000000000,      43.100000000000001,,,,,,
358042,170582,78,439,Parson Street School,358042,170582,      40.899999999999999,      40.899999999999999,      44.700000000000003,      42.000000000000000,      41.000000000000000,,,,,,
359645,173683,79,441,Avon Probation Service,359645,173683,      57.799999999999997,      55.000000000000000,      56.100000000000001,      50.200000000000003,      45.799999999999997,,,,,,
359487,173924,80,455,St. Pauls Day Nursery,359487,173924,      30.000000000000000,      29.500000000000000,      30.100000000000001,      27.300000000000001,      26.500000000000000,,,,,,
360381,174405,81,461,Millpond School Fence,360381,174405,      35.899999999999999,      35.500000000000000,      37.200000000000003,      34.100000000000001,      33.200000000000003,,,,,,
360385,174381,82,462,Millpond School play area,360385,174381,      32.600000000000001,      31.699999999999999,      32.899999999999999,      29.199999999999999,      30.399999999999999,,,,,,
362927,175592,83,464,Fishponds Road,362927,175592,      39.200000000000003,      38.000000000000000,      35.700000000000003,      36.000000000000000,      34.899999999999999,,,,,,
357466,171622,84,466,Savanna coffee drainpipe,357466,171622,      39.700000000000003,      39.600000000000001,      41.100000000000001,      38.000000000000000,      34.000000000000000,,,,,,
357568,171537,85,467,Strada Exeter Road,357568,171537,      33.399999999999999,      35.100000000000001,      34.799999999999997,      33.000000000000000,      31.600000000000001,,,,,,
359479,171114,86,469,Lamppost corner park avenue,359479,171114,      40.399999999999999,      39.399999999999999,      38.500000000000000,      35.799999999999997,      35.299999999999997,,,,,,
359213,170997,87,470,Lamppost nr brick wall speed limit sign,359213,170997,      39.399999999999999,      39.600000000000001,      37.799999999999997,      35.000000000000000,      38.700000000000003,,,,,,
358226,171284,88,472,Jamiesons Autos,358226,171284,      47.399999999999999,      46.500000000000000,      48.200000000000003,      45.200000000000003,      40.000000000000000,,,,,,
358105,171124,89,473,B&G Snax West St,358105,171124,      43.100000000000001,      44.600000000000001,      43.500000000000000,      40.700000000000003,      49.600000000000001,,,,,,
357991,170979,90,474,Martial Arts West Street,357991,170979,      39.700000000000003,      37.899999999999999,      39.100000000000001,      35.799999999999997,      38.500000000000000,,,,,,
362091,170447,91,478,T shirt Shop W. Town Lane,362091,170447,      38.200000000000003,      36.399999999999999,      39.899999999999999,      35.799999999999997,      36.299999999999997,,,,,,
361917,170442,92,479,cycle sign lamppost,361917,170442,      32.600000000000001,      33.399999999999999,      33.000000000000000,      32.200000000000003,      31.500000000000000,,,,,,
352450,177760,93,482,Avonmouth Road - Lampost (20) Opposite Number Hse No 45,352450,177760,,      35.799999999999997,      36.700000000000003,      35.799999999999997,      35.100000000000001,,,,,,
352484,177735,94,483,Avonmouth Road - Lampost (19) Opposite Hse No 37,352484,177735,,      38.500000000000000,      36.500000000000000,      37.200000000000003,      37.100000000000001,,,,,,
352654,177602,95,485,Avonmouth Road - Telegraph Pole Opposite Hse No 4,352654,177602,,      41.200000000000003,      35.700000000000003,      35.000000000000000,      35.500000000000000,,,,,,
352785,177858,96,486,Barracks's Lane - Telegraph Pole No 6. End of Lane Left Hand Side,352785,177858,,      41.500000000000000,      38.200000000000003,      36.600000000000001,      40.799999999999997,,,,,,
360243,174327,97,487,Junction 3 Millpond Street,360243,174327,,,      47.399999999999999,      47.399999999999999,      46.200000000000003,,,,,,
360205,174291,98,488,Junction 3 Easton Way,360205,174291,,,      42.600000000000001,      40.100000000000001,      42.700000000000003,,,,,,
352634,177629,99,489,Avonmouth Road Outside No 12,352634,177629,,,,      34.500000000000000,      36.899999999999999,,,,,,
352683,177670,100,490,Avon School Barrack's Lane,352683,177670,,,,      29.100000000000001,      31.899999999999999,,,,,,
352722,177525,101,491,Avonmouth Road Outside No 76,352722,177525,,,,      31.199999999999999,      33.799999999999997,,,,,,
359444,176625,102,492,On 1 way sign at bottom of Wellington Hill,359444,176625,,,,,      37.799999999999997,,,,,,
359677,176758,103,493,No.67 Filton Avenue on wall facing Muller Rd,359677,176758,,,,,      36.399999999999999,,,,,,
359540,176864,104,494,Muller Road - Adjacent to Darnley Avenue,359540,176864,,,,,      38.399999999999999,,,,,,
359329,177334,105,495,On green fence surrounding substation adjacent to No.1 Dorian Road,359329,177334,,,,,      21.699999999999999,,,,,,
362296.012600000016391,173618.997600000351667,106,496,385 Church Road Redfield,362296,173619,,,,      42.000000000000000,      39.299999999999997,,,,,,
359268,174141,107,497,20 Ashley Road,359268,174141,,,,      49.299999999999997,      41.799999999999997,,,,,,
